id,word,reading,level,type,subtype,primary_meanings,sentence_ja,sentence_en,kanji_frequency_difficulty,kanji_usage_difficulty,kanji_in_n5_list
601,帽子,ぼうし,N5,word,,hat; cap; cap (move),この帽子は１０００円なら安い。,This hat is cheap at 1000 yen.,7,6,false
602,ボールペン,ボールペン,N5,word,,ball-point pen,ボールペンで申込書に記入しなさい。,Fill out the form in ballpoint.,,,false
603,外,そと,N5,word,,outside; exterior; the open (air),うちはうち、そとはそと。,"Our house, our rules.",4,3,true
604,ポケット,ポケット,N5,word,,pocket,ポケットに何を持っていますか。,What do you have in your pocket?,,,false
605,欲しい,ほしい,N5,word,,wanting (to have); desiring; wishing for,私は鉛筆をけずるナイフがほしい。,I want a knife to sharpen my pencil with.,9,8,false
606,ポスト,ポスト,N5,word,,postbox; mailbox; mail box,いったんポストに入れたものは、郵便局の所轄になる。,"Once a thing is posted, it is in the care of the Post Office.",,,false
607,細い,ほそい,N5,word,,thin; slender; fine,彼は太っているくせに声は細い。,His voice is thin even though he is fat.,7,5,false
608,釦,ボタン,N5,word,,button (clothing); push-button; button,コートのボタンが取れてたんだ。,A button has come off my coat.,9,9,false
609,ホテル,ホテル,N5,word,,hotel,あなたはこのホテルのお客ですか。,Are you staying at this hotel?,,,false
610,元,もと,N5,word,,origin; source; beginning,やってしまったことは元に戻らない。,What is done cannot be undone.,7,6,false
611,～本,～ほん,N5,grammar_pattern,counter,counter for long cylindrical things,,,,,false
612,本棚,ほんだな,N5,word,,bookshelves; bookshelf; bookcase,この本棚は組み立てが簡単です。,This bookcase is easy to assemble.,7,7,false
613,本当,ほんとう,N5,word,,truth; reality; actuality,その悪い知らせは残念ながら本当だ。,The bad news is unfortunately true.,4,5,false
614,～枚,～まい,N5,grammar_pattern,counter,counter for flat things,,,,,false
615,毎朝,まいあさ,N5,word,,every morning,私は毎朝六時に起きます。,I get up at six every morning.,8,8,false
616,毎月,まいつき,N5,word,,every month; each month; monthly,私は両親には必ず毎月手紙を書きます。,I never fail to write to my parents every month.,7,7,true
617,毎週,まいしゅう,N5,word,,every week,彼らは毎週日曜日に教会へ行く。,They go to church every Sunday.,10,9,false
618,毎日,まいにち,N5,word,,every day; daily,その犬に毎日食べ物をやって下さい。,Please feed the dog every day.,7,6,true
619,毎年,まいとし,N5,word,,every year; yearly; annually,彼は毎年軽井沢へ行く。,He goes to Karuizawa every year.,7,7,true
620,毎晩,まいばん,N5,word,,every night,私は毎晩家にいます。,I am at home every evening.,10,9,false
621,先,さき,N5,word,,point; tip; end,ここから先には行けません。,You cannot go any farther.,4,5,true
622,～前,～まえ,N5,grammar_pattern,suffix,in front of ~,,,,,false
623,曲がる,まがる,N5,word,,to bend; to curve; to warp,ネクタイが曲がってるよ。,Your tie is crooked.,9,6,false
624,不味い,まずい,N5,word,,bad(-tasting); unpalatable; unsavoury,すき腹にまずいものなし。,Hunger is the best sauce.,5,6,false
625,又,また,N5,word,,again; once more; once again,また会えて嬉しいよ。,Nice to see you again!,9,9,false
626,未だ,まだ,N5,word,,still; as yet; only,私はまだその問題が解けない。,I haven't been able to solve the problem yet.,9,6,false
627,町,まち,N5,word,,town; block; neighbourhood,楽隊が町をパレードした。,The band paraded the streets.,7,8,false
628,待つ,まつ,N5,word,,to wait; to await; to look forward to,しばらく電話を切らずにお待ちください。,Please hold the line a moment.,7,6,false
629,真っ直ぐ,まっすぐ,N5,word,,straight (ahead); direct; upright,あなたはきのう放課後まっすぐ帰宅しましたか。,Did you go straight home after school yesterday?,7,6,false
630,燐寸,マッチ,N5,word,,match (for lighting a fire),硫黄はマッチを作るのに使われる。,Sulfur is used to make matches.,10,9,false
631,窓,まど,N5,word,,window,窓を開けっぱなしにしておいたの？,Did you leave the window open?,9,8,false
632,丸い,まるい,N5,word,,round; circular; spherical,コロンブスは地球が丸いと信じていた。,Columbus believed that the earth was round.,9,6,false
633,万,まん,N5,word,,"10,000; ten thousand; myriad",４０万ガロンの石油がパイプラインから溢れ出た。,"400,000 gallons of oil have spilled out of the pipeline.",4,6,true
634,万年筆,まんねんひつ,N5,word,,fountain pen,新しい万年筆をなくしてしまった。,I have lost my new fountain pen.,7,8,false
635,磨く,みがく,N5,word,,to polish; to shine; to burnish,弟は銀の食器類を磨いた。,My brother polished the silver.,9,8,false
636,右,みぎ,N5,word,,right; right-hand side; right hand,２つ目の角を右に曲がりなさい。,Turn right at the second corner.,7,8,true
637,短い,みじかい,N5,word,,short; brief,あの犬はしっぽが短い。,That dog has a short tail.,9,6,false
638,水,みず,N5,word,,water (esp. cool or cold); fluid (esp. in an animal tissue); liquid,水を加えてペースト状になるまでかき回しなさい。,Add water and stir to a paste.,4,3,true
639,店,みせ,N5,word,,store; shop; establishment,あの店はサービスが良い。,That store gives good service.,7,6,false
640,見せる,みせる,N5,word,,to show; to display; to make (something or someone) look ...,取り繕うように、笑ってみせる。,She smiled to smooth things over.,2,3,true
641,道,みち,N5,word,,road; path; street,道は急斜面をジグザグにのぼっていた。,The path zigzagged up the steep slope.,4,3,false
642,３日,みっか,N5,word,,3rd day of the month; three days,１０月３日です。,It's the third of October.,2,3,true
643,三つ,みっつ,N5,word,,three; three years of age,ボーイさん、コーヒー３つください。,"Waiter, three coffees, please.",2,3,true
644,緑,みどり,N5,word,,green; greenery; verdure,東京ミッドタウンは緑がいっぱい！,There's a lot of greenery in Tokyo Midtown!,9,8,false
645,皆さん,みなさん,N5,word,,all; everyone; everybody,皆さんじっとしていてください。,"Could you keep still, everyone?",9,9,false
646,南,みなみ,N5,word,,south,フランスは英国の南にある。,France is to the south of England.,7,6,true
647,耳,みみ,N5,word,,"ear; hearing; ear (for music, etc.)",私は受話器を耳に当てた。,I put the receiver to my ear.,9,6,false
648,見る,みる,N5,word,,to see; to look; to watch,１０ページの５行目をみなさい。,Let's begin with the fifth line on page 10.,2,3,true
649,皆,みな,N5,word,,everyone; everybody; all,彼女はみんなに愛されている。,She is loved by everybody.,9,9,false
650,６日,むいか,N5,word,,6th day of the month; six days,４月５日か６日に会っていただけませんか。,Would it be possible to set up a meeting with us on April 5 or 6?,2,3,true
651,向こう,むこう,N5,word,,opposite side; other side; over there,向こうの思う壷だぞ。,You will play into their hands.,4,6,false
652,難しい,むずかしい,N5,word,,difficult; hard; troublesome,あの老人は食べ物に難しい。,That old man is a fussy eater.,7,6,false
653,六つ,むっつ,N5,word,,six; six years of age; six o'clock (old time system),６つの先端技術の会社がその県に支社を設立した。,Six high-tech companies set up branch offices in that prefecture.,4,6,true
654,村,むら,N5,word,,village,町は村よりも大きい。,Towns are larger than villages.,4,8,false
655,目,め,N5,word,,eye; eyeball; eyesight,彼女はきれいな目をしている。,She has beautiful eyes.,2,3,false
656,米,メートル,N5,word,,metre (unit of length); meter; meter,１マイルは約１６００メートルにあたる。,"A mile is equal to about 1,600 meters.",7,6,false
